mode,load,0_efficientnet_b5-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-2
mps-uncap,1.0,63.58022689819336,22.181949615478516,21.898319721221924,15.17036437988281
