mode,load,0_efficientnet_b5-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-2
mps-uncap,1.0,62.03937530517578,15.230178833007812,15.248537063598633,8.314371109008789
