mode,load,0_efficientnet_b5-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-2
mps-uncap,1.0,65.44971466064453,24.405479431152344,23.364543914794922,17.226696014404297
