mode,load,0_efficientnet_b5-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-2
mps-uncap,1.0,521.6191087272201,1955.0088327532856,1955.0052223117013,233.19680872598036
