mode,load,0_efficientnet_b5-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-2
mps-uncap,1.0,57.103633880615234,12.897729873657227,13.06295394897461,2.2745132446289062
