mode,load,0_efficientnet_b5-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-2
mps-uncap,1.0,65.44971466064453,24.405717849731445,23.364782333374023,17.2269344329834
