mode,load,0_efficientnet_b5-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-2
mps-uncap,1.0,63.5802435874939,22.181949615478516,21.898374557495117,15.17036437988281
