mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-32,3_resnet152-2
mps-uncap,1.0,2132.442886718367,2132.4437856800473,2274.6550236899334,80.3262549364752
