mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_squeezenet1_0-32,3_squeezenet1_1-2
mps-uncap,1.0,16.912031173706055,16.78922176361084,13.786602020263672,11.876606941223145
