mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_squeezenet1_0-32,3_squeezenet1_1-2
mps-uncap,1.0,17.28872060775757,17.176976203918453,13.959016799926758,12.16231107711792
