mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_squeezenet1_0-32,3_squeezenet1_1-2
mps-uncap,1.0,14.280557632446289,14.36614990234375,8.751630783081055,1.8455982208251953
