mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_squeezenet1_0-32,3_squeezenet1_1-2
mps-uncap,1.0,18.222332000732422,18.696308135986328,15.750408172607422,13.054370880126953
