mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_squeezenet1_0-32,3_squeezenet1_1-2
mps-uncap,1.0,16.911816596984863,16.78900718688965,13.78636360168457,11.876583099365234
