mode,load,0_alexnet-8,1_efficientnet_b5-2,2_resnet101-8
mps-uncap,0.8,0.009298324584960938,0.012159347534179688,0.011682510375976562
mps-uncap,0.9,0.009298324584960938,0.012874603271484375,0.011920928955078125
mps-uncap,1.0,0.010728836059570312,0.019311904907226562,0.01430511474609375
mps-uncap,0.5,0.009059906005859375,0.012159347534179688,0.011682510375976562
mps-uncap,0.6,0.009059906005859375,0.011920928955078125,0.011444091796875
mps-uncap,0.7,0.0095367431640625,0.011920928955078125,0.01049041748046875
mps-uncap,0.1,0.012874603271484375,0.01239776611328125,0.015497207641601562
mps-uncap,0.2,0.01049041748046875,0.01239776611328125,0.010013580322265625
mps-uncap,0.3,0.011205673217773438,0.01239776611328125,0.011444091796875
mps-uncap,0.4,0.009059906005859375,0.011920928955078125,0.012159347534179688
