mode,load,0_alexnet-8,1_efficientnet_b5-2,2_resnet101-8
mps-uncap,0.8,34.52754020690918,240.54384231567383,164.25418853759766
mps-uncap,0.9,120.84054946899414,249.86791610717773,798.5661029815674
mps-uncap,1.0,3881.106376647949,2059.0391159057617,6466.919898986816
mps-uncap,0.5,16.4792537689209,89.39647674560547,52.48856544494629
mps-uncap,0.6,26.57485008239746,133.66174697875977,75.43468475341797
mps-uncap,0.7,48.28643798828125,182.47675895690918,131.4685344696045
mps-uncap,0.1,3.5889148712158203,45.9744930267334,31.54134750366211
mps-uncap,0.2,6.55364990234375,37.46628761291504,42.464256286621094
mps-uncap,0.3,10.698795318603516,54.85939979553223,37.98723220825195
mps-uncap,0.4,14.50490951538086,84.68198776245117,54.461002349853516
