mode,load,0_alexnet-8,1_efficientnet_b5-2,2_resnet101-8
mps-uncap,0.8,1.684427261352539,16.872286796569824,12.857794761657715
mps-uncap,0.9,1.7659664154052734,15.971660614013672,13.62752914428711
mps-uncap,1.0,1.7731189727783203,16.103744506835938,13.674139976501465
mps-uncap,0.5,1.9083023071289062,15.873432159423828,10.12885570526123
mps-uncap,0.6,1.917123794555664,16.109466552734375,10.446786880493164
mps-uncap,0.7,1.8308162689208984,15.645265579223633,12.948393821716309
mps-uncap,0.1,1.7704963684082031,20.91670036315918,17.826080322265625
mps-uncap,0.2,1.7418861389160156,16.83628559112549,15.070080757141113
mps-uncap,0.3,1.7633438110351562,16.686201095581055,11.24727725982666
mps-uncap,0.4,1.7991065979003906,15.64168930053711,11.019468307495117
