mode,load,0_densenet121-32,1_densenet169-32,2_inception_v3-4
mps-uncap,0.8,206.94708824157715,295.6305980682373,56.22553825378418
mps-uncap,0.9,969.2630767822266,3581.5525293350224,128.27835083007812
mps-uncap,1.0,5015.140819549561,2744.093418121338,5295.730113983154
mps-uncap,0.5,54.87675666809082,74.20687675476074,27.187275886535645
mps-uncap,0.6,72.68333435058595,85.20579338073733,35.98637580871583
mps-uncap,0.7,100.30016899108882,135.4646682739258,37.71979808807375
mps-uncap,0.1,34.976959228515625,42.5868034362793,21.17395401000977
mps-uncap,0.2,35.09099483489991,40.80057144165039,23.11849594116211
mps-uncap,0.3,36.493825912475586,45.684814453125,22.81603813171387
mps-uncap,0.4,45.04289627075196,56.16962909698487,24.454331398010257
