mode,load,0_densenet121-32,1_densenet169-32,2_inception_v3-4
mps-uncap,0.8,34.40356254577637,46.77865505218506,20.36309242248535
mps-uncap,0.9,34.641385078430176,47.110915184020996,21.298217773437504
mps-uncap,1.0,34.90920066833496,44.82269287109375,24.608564376831055
mps-uncap,0.5,33.03060531616211,40.627145767211914,18.62967014312744
mps-uncap,0.6,33.734846115112305,41.44210815429688,20.341467857360843
mps-uncap,0.7,33.87250900268555,45.82195281982422,19.054532051086426
mps-uncap,0.1,29.573822021484375,38.28287124633789,20.614480972290043
mps-uncap,0.2,28.989076614379883,37.67108917236328,19.91724967956543
mps-uncap,0.3,31.93788528442383,39.617300033569336,18.389153480529785
mps-uncap,0.4,31.953001022338867,38.90187740325928,17.583847045898438
