mode,load,0_densenet121-32,1_densenet169-32,2_inception_v3-4
mps-uncap,0.8,16.811370849609375,22.025108337402344,8.617877960205078
mps-uncap,0.9,18.85390281677246,22.688627243041992,8.738040924072266
mps-uncap,1.0,24.19877052307129,37.670135498046875,9.545564651489258
mps-uncap,0.5,16.73436164855957,21.799325942993164,8.667469024658203
mps-uncap,0.6,16.768932342529297,21.75307273864746,8.568525314331055
mps-uncap,0.7,16.79849624633789,21.85511589050293,8.536815643310547
mps-uncap,0.1,16.831636428833008,22.100210189819336,8.735895156860352
mps-uncap,0.2,16.78633689880371,21.832704544067383,8.657455444335938
mps-uncap,0.3,16.695022583007812,21.564960479736328,8.650541305541992
mps-uncap,0.4,16.538143157958984,21.732330322265625,8.505821228027344
