mode,load,0_densenet121-32,1_densenet169-32,2_inception_v3-4
mps-uncap,0.8,30.869722366333008,41.33796691894531,14.123916625976562
mps-uncap,0.9,32.341599464416504,42.6480770111084,15.81573486328125
mps-uncap,1.0,33.039093017578125,40.85516929626465,19.073128700256348
mps-uncap,0.5,21.4993953704834,28.20301055908203,10.85209846496582
mps-uncap,0.6,23.49996566772461,34.173011779785156,11.894941329956055
mps-uncap,0.7,28.37657928466797,38.858890533447266,12.531280517578125
mps-uncap,0.1,22.34184741973877,30.33161163330078,19.756555557250977
mps-uncap,0.2,20.1873779296875,24.77717399597168,15.696167945861816
mps-uncap,0.3,20.133018493652344,25.462865829467773,13.85796070098877
mps-uncap,0.4,20.588159561157227,25.563597679138184,11.092185974121094
