mode,load,0_densenet121-32,1_densenet169-32,2_inception_v3-4
mps-uncap,0.8,16.763925552368164,21.785974502563477,8.544206619262695
mps-uncap,0.9,17.062902450561523,22.327661514282227,8.559465408325195
mps-uncap,1.0,19.75226402282715,25.866270065307617,8.638143539428711
mps-uncap,0.5,16.693115234375,21.773815155029297,8.620738983154297
mps-uncap,0.6,16.692638397216797,21.679162979125977,8.530378341674805
mps-uncap,0.7,16.74628257751465,21.767377853393555,8.476495742797852
mps-uncap,0.1,16.777992248535156,22.073745727539062,8.7127685546875
mps-uncap,0.2,16.742944717407227,21.805763244628906,8.512258529663086
mps-uncap,0.3,16.543149948120117,21.54064178466797,8.585453033447266
mps-uncap,0.4,16.52240753173828,21.679162979125977,8.475542068481445
