mode,load,0_densenet121-32,1_densenet169-32,2_inception_v3-4
mps-uncap,0.8,359.3724370002748,443.8885188102722,91.89147949218753
mps-uncap,0.9,1406.296169757843,4084.945571422577,234.20097351074182
mps-uncap,1.0,5750.475759506226,3469.066572189331,5967.910938262939
mps-uncap,0.5,73.8144350051879,81.15699291229241,38.43747138977052
mps-uncap,0.6,115.79139709472655,104.46885108947757,42.15912580490096
mps-uncap,0.7,163.76371383666975,228.17774772644057,72.70658731460577
mps-uncap,0.1,19.667267799377466,32.83448219299316,18.606910705566392
mps-uncap,0.2,30.099983215332028,24.57830905914308,21.959042549133287
mps-uncap,0.3,30.822248458862298,40.595054626464844,23.79927158355709
mps-uncap,0.4,48.81730079650875,51.31362438201904,24.778807163238618
