mode,load,0_densenet121-32,1_densenet169-32,2_inception_v3-4
mps-uncap,0.8,428.78127098083496,579.0812969207764,147.95517921447754
mps-uncap,0.9,1511.674404144287,4248.104095458984,321.08211517333984
mps-uncap,1.0,6010.093450546265,3647.676706314087,6055.386781692505
mps-uncap,0.5,120.71609497070312,158.26892852783203,89.56074714660645
mps-uncap,0.6,215.55113792419434,192.0325756072998,90.62862396240234
mps-uncap,0.7,236.19437217712402,368.4093952178955,103.34968566894531
mps-uncap,0.1,52.57749557495117,85.15310287475586,41.367530822753906
mps-uncap,0.2,66.64514541625977,72.87335395812988,42.30856895446777
mps-uncap,0.3,69.09680366516113,89.98322486877441,53.07936668395996
mps-uncap,0.4,93.29342842102051,114.30883407592773,55.35697937011719
