mode,load,0_densenet121-32,1_densenet169-32,2_inception_v3-4
mps-uncap,0.8,0.012159347534179688,0.011920928955078125,0.010013580322265625
mps-uncap,0.9,0.011920928955078125,0.012636184692382812,0.011920928955078125
mps-uncap,1.0,0.015974044799804688,0.012159347534179688,0.0133514404296875
mps-uncap,0.5,0.011682510375976562,0.011682510375976562,0.011920928955078125
mps-uncap,0.6,0.011682510375976562,0.011920928955078125,0.011682510375976562
mps-uncap,0.7,0.011444091796875,0.011920928955078125,0.011444091796875
mps-uncap,0.1,0.01239776611328125,0.015735626220703125,0.015020370483398438
mps-uncap,0.2,0.012159347534179688,0.01239776611328125,0.012159347534179688
mps-uncap,0.3,0.010013580322265625,0.012159347534179688,0.012159347534179688
mps-uncap,0.4,0.011682510375976562,0.01239776611328125,0.011444091796875
