mode,load,0_densenet121-32,1_densenet169-32,2_inception_v3-4
mps-uncap,0.8,177.67345905303955,252.45344638824463,40.62533378601074
mps-uncap,0.9,938.981294631958,3541.853570938111,111.39712333679202
mps-uncap,1.0,4980.437898635864,2703.674077987671,5276.311683654785
mps-uncap,0.5,27.958297729492188,38.35773468017578,14.157629013061523
mps-uncap,0.6,45.9585189819336,50.85153579711915,20.80819606781007
mps-uncap,0.7,71.99172973632811,99.61156845092775,24.422693252563477
mps-uncap,0.1,4.380321502685553,0.06365776062011719,0.05464553833007815
mps-uncap,0.2,9.60211753845215,6.583452224731445,8.477210998535156
mps-uncap,0.3,12.24064826965332,15.917778015136719,9.39631462097168
mps-uncap,0.4,20.11115550994873,26.818394660949718,11.434173583984391
