mode,load,0_densenet201-32,1_efficientnet_b6-16,2_mobilenet_v2-2,3_mobilenet_v2-32
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.00286102294921875,0.000476837158203125
