mode,load,0_efficientnet_b5-8,1_efficientnet_b5-8,2_efficientnet_b5-8,3_efficientnet_b5-8
mig,0.1,35.29256105422965,28.21601152420044,36.093730926513565,71.55109405517571
mig,0.2,28.751399517059323,29.299707412719723,28.16478729248047,54.624366760253906
mig,0.3,28.952062129974365,28.900022506713864,29.02269840240478,55.12285709381104
mig,0.4,28.284740447998047,28.74457836151123,28.707993030548092,55.27937412261963
mig,0.5,28.491640090942383,28.85978698730468,28.878436088562015,55.1516056060791
mig,0.6,28.7056303024292,28.679704666137695,28.912925720214844,55.230515003204346
mig,0.7,28.76643419265747,28.864426612854007,28.723745346069336,55.68557977676392
mig,0.8,28.579716682434082,28.718833923339844,28.665506839752197,55.15244007110596
mig,0.9,28.848371505737305,28.9090633392334,28.94383668899537,55.58931827545166
mig,1.0,29.228973388671875,29.32265043258668,29.351119995117188,56.7331075668335
