mode,load,0_efficientnet_b5-8,1_efficientnet_b5-8,2_efficientnet_b5-8,3_efficientnet_b5-8
mig,0.1,0.03981590270996094,0.032782554626464844,0.041365623474121094,0.041961669921875
mig,0.2,0.026464462280273438,0.02574920654296875,0.025987625122070312,0.030517578125
mig,0.3,0.025272369384765625,0.025987625122070312,0.027894973754882812,0.028848648071289062
mig,0.4,0.027298927307128906,0.025272369384765625,0.025510787963867188,0.027894973754882812
mig,0.5,3.09908390045166,5.799531936645508,5.104422569274902,18.744707107543945
mig,0.6,14.671564102172852,14.63937759399414,15.196561813354492,30.997157096862793
mig,0.7,18.96977424621582,28.584957122802734,25.739431381225586,50.22573471069336
mig,0.8,70.1131820678711,62.00122833251953,49.58069324493408,101.8897294998169
mig,0.9,494.2924976348877,205.4765224456787,710.6802463531494,679.8878908157349
mig,1.0,3210.3171348571777,4219.959497451782,4142.29142665863,2667.1706438064575
