mode,load,0_efficientnet_b6-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-32
mps-uncap,1.0,65.41204452514648,17.52589225769043,17.80322074890137,14.189136028289795
