mode,load,0_efficientnet_b6-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-32
mps-uncap,1.0,63.886213302612305,17.028188705444336,17.14167594909668,13.860368728637697
