mode,load,0_efficientnet_b6-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-32
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.000476837158203125
