mode,load,0_efficientnet_b6-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-32
mps-uncap,1.0,32.73741145922578,1966.1670730677092,1966.1605955028856,2616.2326588954297
