mode,load,0_efficientnet_b6-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-32
mps-uncap,1.0,65.41219234466553,17.52613067626953,17.803254127502445,14.189352989196777
