mode,load,0_densenet169-8,1_densenet169-8,2_densenet169-8,3_densenet169-8
mig,0.1,51.10502243041992,48.55966567993164,54.67963218688965,73.02713394165039
mig,0.2,52.971601486206055,67.02399253845215,51.134586334228516,130.45334815979004
mig,0.3,64.92018699645996,65.4902458190918,67.30103492736816,124.66073036193848
mig,0.4,93.68729591369629,101.63640975952148,85.51239967346191,158.78605842590332
mig,0.5,98.8616943359375,141.59369468688965,80.62005043029785,205.2147388458252
mig,0.6,126.6634464263916,126.67298316955566,159.69061851501465,339.221715927124
mig,0.7,185.89544296264648,164.35766220092773,191.0998821258545,301.4681339263916
mig,0.8,271.75188064575195,180.74774742126465,302.7794361114502,331.89916610717773
mig,0.9,373.6076354980469,366.09745025634766,377.94041633605957,459.683895111084
mig,1.0,687.0715618133545,1141.4923667907715,881.2417984008789,1566.2567615509033
