mode,load,0_densenet169-8,1_densenet169-8,2_densenet169-8,3_densenet169-8
mig,0.1,17.579317092895508,17.790794372558594,17.751693725585938,33.06317329406738
mig,0.2,17.58122444152832,17.779111862182617,17.7457332611084,33.05983543395996
mig,0.3,17.58289337158203,17.801761627197266,17.77362823486328,33.037424087524414
mig,0.4,17.566442489624023,17.79937744140625,17.739295959472656,33.06150436401367
mig,0.5,17.587661743164062,17.780303955078125,17.754316329956055,33.0507755279541
mig,0.6,17.581939697265625,17.777204513549805,17.742156982421875,33.037662506103516
mig,0.7,17.5783634185791,17.8070068359375,17.737150192260742,33.05935859680176
mig,0.8,17.579317092895508,17.806529998779297,17.74740219116211,33.04934501647949
mig,0.9,17.572402954101562,17.78578758239746,17.760515213012695,33.06889533996582
mig,1.0,17.594575881958008,17.815828323364258,17.75503158569336,33.06269645690918
