mode,load,0_densenet169-8,1_densenet169-8,2_densenet169-8,3_densenet169-8
mig,0.1,50.21118614858611,46.15173122705628,44.58225942900584,23.363112473960765
mig,0.2,92.26165481859168,82.00558787737839,85.17963896151298,50.19332253396324
mig,0.3,124.53190046567784,130.78931486192735,142.34646765966775,74.71754919496749
mig,0.4,174.92338274632243,171.93820152626967,177.58260898483687,92.81141406414376
mig,0.5,214.49009025524478,211.62156694340223,209.979308237872,120.3760691203985
mig,0.6,272.9096187981358,258.24939397588207,263.70254542716094,140.23216393175997
mig,0.7,314.72037008408694,315.0901026424062,310.85931408460254,170.55708385935168
mig,0.8,356.47183266375026,341.0240053896023,354.4972673157141,185.49523743201203
mig,0.9,407.9449609953575,397.27379102748455,404.343680634747,208.20600015227015
mig,1.0,444.1568870426779,441.592709657285,435.5246835615585,237.15523047221825
