mode,load,0_densenet169-8,1_densenet169-8,2_densenet169-8,3_densenet169-8
mig,0.1,26.561737060546875,26.07583999633789,26.838302612304688,33.31637382507324
mig,0.2,27.309417724609375,27.789592742919922,27.19855308532715,33.345937728881836
mig,0.3,25.449275970458984,27.193307876586914,26.834487915039062,33.34331512451172
mig,0.4,19.159317016601562,23.485183715820312,19.666433334350586,33.37836265563965
mig,0.5,18.56374740600586,18.615007400512695,18.466711044311523,33.37979316711426
mig,0.6,18.219709396362305,18.422842025756836,18.384695053100586,34.642934799194336
mig,0.7,18.204212188720703,18.45717430114746,18.381118774414062,33.37717056274414
mig,0.8,18.247365951538086,18.47696304321289,18.4328556060791,33.399343490600586
mig,0.9,18.27216148376465,18.485546112060547,18.489360809326172,33.39505195617676
mig,1.0,18.269777297973633,18.47553253173828,18.437862396240234,33.3559513092041
