mode,load,0_densenet121-32,1_efficientnet_b7-4,2_efficientnet_b7-8
mps-uncap,0.8,15.340805053710938,12.814521789550781,15.345096588134766
mps-uncap,0.9,15.392780303955078,12.666702270507812,15.233755111694336
mps-uncap,1.0,15.421390533447266,12.838125228881836,15.527963638305664
mps-uncap,0.5,15.390872955322266,12.493610382080078,15.266895294189453
mps-uncap,0.6,15.357255935668945,12.638330459594727,15.388727188110352
mps-uncap,0.7,15.353918075561523,12.521743774414062,15.22064208984375
mps-uncap,0.1,15.423774719238281,12.613534927368164,15.321969985961914
mps-uncap,0.2,15.376806259155273,12.715339660644531,15.325784683227539
mps-uncap,0.3,15.40517807006836,12.705802917480469,15.239953994750977
mps-uncap,0.4,15.378236770629883,12.51673698425293,15.368223190307617
