mode,load,0_densenet121-32,1_efficientnet_b7-4,2_efficientnet_b7-8
mps-uncap,0.8,23.53537082672119,26.802539825439453,29.763221740722656
mps-uncap,0.9,25.170445442199707,35.76004505157471,35.594940185546875
mps-uncap,1.0,27.1756649017334,34.462928771972656,37.180423736572266
mps-uncap,0.5,18.372774124145508,20.595073699951172,20.433902740478516
mps-uncap,0.6,19.652605056762695,20.903348922729492,20.839214324951172
mps-uncap,0.7,20.79463005065918,23.266077041625977,24.780750274658203
mps-uncap,0.1,16.690969467163086,28.464555740356445,27.949094772338867
mps-uncap,0.2,16.754865646362305,22.108793258666992,21.376967430114746
mps-uncap,0.3,16.860246658325195,21.78359031677246,20.973563194274902
mps-uncap,0.4,16.588807106018066,20.860910415649414,20.551681518554688
