mode,load,0_densenet121-32,1_efficientnet_b7-4,2_efficientnet_b7-8
mps-uncap,0.8,29.37150001525879,40.76099395751953,42.96422004699707
mps-uncap,0.9,28.998374938964844,42.937278747558594,44.71635818481445
mps-uncap,1.0,29.644012451171875,43.39790344238281,43.561458587646484
mps-uncap,0.5,29.1748046875,39.087772369384766,41.756629943847656
mps-uncap,0.6,28.7933349609375,38.28549385070801,40.97795486450195
mps-uncap,0.7,29.224157333374023,41.849613189697266,40.44604301452637
mps-uncap,0.1,28.05471420288086,39.75391387939453,35.219430923461914
mps-uncap,0.2,27.81534194946289,36.695241928100586,37.63556480407715
mps-uncap,0.3,28.00464630126953,37.91618347167969,37.889957427978516
mps-uncap,0.4,28.125762939453125,38.79404067993164,40.7712459564209
