mode,load,0_densenet121-32,1_efficientnet_b7-4,2_efficientnet_b7-8
mps-uncap,0.8,36.53144836425781,34.28983688354492,41.25344753265381
mps-uncap,0.9,62.07120418548584,89.75458145141602,133.99457931518555
mps-uncap,1.0,548.0470657348633,181.3681125640869,833.4624767303467
mps-uncap,0.5,21.35908603668213,22.870302200317383,23.496150970458984
mps-uncap,0.6,23.527026176452637,24.213314056396484,27.915239334106445
mps-uncap,0.7,26.044130325317383,30.272245407104492,31.64386749267578
mps-uncap,0.1,16.7844295501709,28.71537208557129,28.40554714202881
mps-uncap,0.2,17.45009422302246,22.78423309326172,21.934151649475098
mps-uncap,0.3,17.668485641479492,22.174358367919922,21.73793315887451
mps-uncap,0.4,19.43063735961914,21.703243255615234,21.952390670776367
