mode,load,0_densenet121-32,1_efficientnet_b7-4,2_efficientnet_b7-8
mps-uncap,0.8,15.37466049194336,12.955427169799805,15.373945236206055
mps-uncap,0.9,15.41280746459961,12.775421142578125,15.292167663574219
mps-uncap,1.0,15.595436096191406,12.851953506469727,21.347999572753906
mps-uncap,0.5,15.420675277709961,12.543678283691406,15.305042266845703
mps-uncap,0.6,15.378236770629883,12.697935104370117,15.421152114868164
mps-uncap,0.7,15.388250350952148,12.563705444335938,15.261650085449219
mps-uncap,0.1,15.482187271118164,12.880086898803711,15.336036682128906
mps-uncap,0.2,15.41447639465332,12.856006622314453,15.37632942199707
mps-uncap,0.3,15.439033508300781,12.895584106445312,15.269279479980469
mps-uncap,0.4,15.404462814331055,12.755155563354492,15.396833419799805
