mode,load,0_densenet121-32,1_efficientnet_b7-4,2_efficientnet_b7-8
mps-uncap,0.8,13.914227485656738,5.806207656860352,14.596343040466309
mps-uncap,0.9,37.59765625,56.56874179840088,98.50311279296875
mps-uncap,1.0,520.9605693817139,146.21210098266602,796.8955039978027
mps-uncap,0.5,0.05984306335449219,0.055789947509765625,0.05435943603515625
mps-uncap,0.6,0.05841255187988281,0.05793571472167969,0.05841255187988281
mps-uncap,0.7,1.1811256408691406,0.05888938903808594,0.06365776062011719
mps-uncap,0.1,0.06318092346191406,0.06198883056640625,0.061392784118652344
mps-uncap,0.2,0.062465667724609375,0.06008148193359375,0.0591278076171875
mps-uncap,0.3,0.062465667724609375,0.0591278076171875,0.06031990051269531
mps-uncap,0.4,0.05817413330078125,0.057220458984375,0.057697296142578125
