mode,load,0_densenet121-32,1_efficientnet_b7-4,2_efficientnet_b7-8
mps-uncap,0.8,28.65153312683105,39.03450965881348,41.33496522903442
mps-uncap,0.9,27.926876544952393,42.047321796417236,42.17662811279297
mps-uncap,1.0,29.046316146850586,40.00239372253417,42.37480640411376
mps-uncap,0.5,27.82249689102173,36.89394950866699,39.51239585876465
mps-uncap,0.6,27.845263481140137,36.506118774414055,39.43904876708985
mps-uncap,0.7,28.44083309173584,40.52752017974854,38.85557174682618
mps-uncap,0.1,24.97608184814453,36.149396896362305,33.149170875549316
mps-uncap,0.2,26.03524208068848,34.8500919342041,34.48833227157593
mps-uncap,0.3,26.76130294799805,33.57856273651123,35.15572547912598
mps-uncap,0.4,27.48469114303588,34.45110321044921,39.039540290832534
