mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_squeezenet1_1-4,3_vgg13-4
mps-uncap,1.0,0.000476837158203125,0.004291534423828125,0.002384185791015625,0.0030994415283203125
