mode,load,0_vgg11-16,1_alexnet-4,2_efficientnet_b6-2
mps-uncap,0.6,7.532358169555664,1.4452934265136719,35.98332405090332
mig,0.6,18.465042114257812,2.5823116302490234,23.41902256011963
mps-uncap,0.7,8.13150405883789,1.9922256469726562,48.24662208557129
mig,0.7,23.361921310424805,2.9807090759277344,29.89184856414795
mps-uncap,0.8,8.400917053222656,3.0705928802490234,172.53828048706055
mig,0.8,27.9618501663208,3.73077392578125,33.0432653427124
mps-uncap,0.9,8.807539939880371,5.894184112548828,5449.530601501465
mig,0.9,49.91340637207031,5.713105201721191,69.33212280273438
mps-uncap,1.0,9.272098541259766,9.818196296691895,14219.356060028076
mig,1.0,250.4098415374756,20.766615867614746,180.2957057952881
mps-uncap,1.1,9.809732437133789,127.97582149505615,15072.288036346436
mig,1.1,3591.134190559387,1548.661708831787,3072.7758407592773
mps-uncap,1.2,10.997533798217773,4672.115802764893,18943.869829177856
mig,1.2,7247.722268104553,4640.557527542114,8384.428262710571
mps-uncap,1.3,12.678384780883789,11140.774250030518,23025.9006023407
mig,1.3,9014.0221118927,8231.449723243713,10647.51660823822
