mode,load,0_vgg11-16,1_alexnet-4,2_efficientnet_b6-2
mps-uncap,0.6,6.523013114929204,3.9607048034667964,59.62648391723633
mig,0.6,31.25419616699218,3.9508819580078134,34.00049209594728
mps-uncap,0.7,7.532262802124023,7.184791564941407,108.74366760253906
mig,0.7,41.01314544677738,5.31463623046875,48.514699935913086
mps-uncap,0.8,9.209275245666511,12.039995193481438,529.2575359344482
mig,0.8,60.70544719696046,8.33578109741211,68.12238693237308
mps-uncap,0.9,10.991263389587402,24.634432792663574,9719.063091278074
mig,0.9,137.8026485443115,18.193721771240234,162.02235221862796
mps-uncap,1.0,12.647151947021484,42.00332164764407,24988.467311859127
mig,1.0,1298.0449676513672,728.0401706695558,437.00122833251953
mps-uncap,1.1,15.002918243408205,374.0978002548218,27175.094604492188
mig,1.1,7538.458824157716,4162.5730991363525,5524.904298782349
mps-uncap,1.2,18.20511817932129,9213.54374885559,34913.22240829468
mig,1.2,12392.388796806335,9905.15422821045,13590.055227279663
mps-uncap,1.3,22.6290225982666,21950.890064239502,41349.32448863983
mig,1.3,16804.830169677734,16620.859837532043,18919.812464714054
