mode,load,0_vgg11-16,1_alexnet-4,2_efficientnet_b6-2
mps-uncap,0.6,10.540614128112793,5.04633903503418,35.86114883422852
mig,0.6,15.791492462158205,2.788701057434082,19.039919376373287
mps-uncap,0.7,10.314917564392092,5.346059799194336,33.68062973022462
mig,0.7,15.692181587219238,2.73953914642334,19.004192352294922
mps-uncap,0.8,10.508773326873781,5.390405654907227,35.97373008728026
mig,0.8,15.666620731353758,2.7417373657226545,18.264551162719723
mps-uncap,0.9,10.28995037078858,5.427486896514893,37.43561029434204
mig,0.9,15.589818954467773,2.6056289672851536,18.586397171020508
mps-uncap,1.0,10.208475589752199,5.229885578155517,43.89452934265137
mig,1.0,15.24174690246582,2.444074153900147,17.99717903137207
mps-uncap,1.1,9.02271270751953,5.459785461425781,40.252957344055176
mig,1.1,14.322404861450197,2.2409915924072252,17.938866615295424
mps-uncap,1.2,7.9285073280334455,5.473852157592773,40.28500556945801
mig,1.2,14.275584220886229,2.197861671447754,18.10126304626465
mps-uncap,1.3,8.026552200317381,5.522811412811279,41.756045818328865
mig,1.3,15.667636394500736,2.423524856567383,18.665921688079834
