mode,load,0_vgg11-16,1_alexnet-4,2_efficientnet_b6-2
mps-uncap,0.6,22.051179409027032,13.697566986083984,131.8962574005128
mig,0.6,74.84215259552003,11.527228355407711,95.98410844802855
mps-uncap,0.7,24.43838119506837,21.23326301574706,227.29616165161153
mig,0.7,109.65109348297119,12.946968078613272,112.33070611953731
mps-uncap,0.8,28.57899904251099,34.94386672973613,869.2796707153319
mig,0.8,166.27590179443354,19.731533527374253,140.93177318572995
mps-uncap,0.9,30.823383331298835,65.03881931304926,10846.55954360962
mig,0.9,248.35608959198007,108.65043401718134,288.16545486450195
mps-uncap,1.0,34.00746583938601,103.08508634567261,27031.31100654602
mig,1.0,1431.8735790252683,1056.0611605644228,580.3441524505614
mps-uncap,1.1,38.79887580871578,458.75750541686995,30469.997115135193
mig,1.1,8286.589884757996,4511.454486846923,6042.218284606934
mps-uncap,1.2,45.211741924285874,10133.791909217834,38203.232765197754
mig,1.2,13690.434057712555,10923.381805419922,15331.848549842834
mps-uncap,1.3,53.110408782958956,23589.026927947998,45092.23582267761
mig,1.3,18727.194445133213,18286.438970565796,20980.797052383423
