mode,load,0_vgg11-16,1_alexnet-4,2_efficientnet_b6-2
mps-uncap,0.6,6.015300750732422,0.7176399230957031,17.085790634155273
mig,0.6,12.33673095703125,1.6117095947265625,16.759395599365234
mps-uncap,0.7,6.006717681884766,0.7309913635253906,17.392635345458984
mig,0.7,12.357950210571289,1.6121864318847656,17.050981521606445
mps-uncap,0.8,6.020545959472656,0.7410049438476562,17.07935333251953
mig,0.8,12.3443603515625,1.6140937805175781,16.629934310913086
mps-uncap,0.9,6.187915802001953,0.7388591766357422,17.086267471313477
mig,0.9,12.352228164672852,1.6176700592041016,17.202377319335938
mps-uncap,1.0,6.292581558227539,0.7381439208984375,17.198801040649414
mig,1.0,12.354135513305664,1.6198158264160156,16.838550567626953
mps-uncap,1.1,6.511211395263672,0.7598400115966797,17.014265060424805
mig,1.1,12.49837875366211,1.6205310821533203,16.900062561035156
mps-uncap,1.2,6.53386116027832,0.7469654083251953,17.206430435180664
mig,1.2,12.540102005004883,1.6326904296875,16.97707176208496
mps-uncap,1.3,6.503105163574219,0.7679462432861328,17.11440086364746
mig,1.3,12.576103210449219,1.6605854034423828,17.25625991821289
