mode,load,0_vgg11-16,1_alexnet-4,2_efficientnet_b6-2
mps-uncap,0.6,8.772420883178713,3.0026912689208975,25.844287872314453
mig,0.6,14.527750015258787,2.1156311035156254,17.86625385284424
mps-uncap,0.7,9.029960632324219,3.6888122558593768,26.00550651550293
mig,0.7,14.49880599975586,2.0613670349121094,18.038439750671387
mps-uncap,0.8,8.880710601806642,4.035520553588866,27.090311050415043
mig,0.8,14.401745796203613,1.9803047180175781,17.491841316223145
mps-uncap,0.9,8.745789527893066,4.39906120300293,29.900240898132324
mig,0.9,14.09902572631836,1.956939697265625,17.88492202758789
mps-uncap,1.0,7.591485977172852,4.27556037902832,34.93213653564453
mig,1.0,14.003276824951172,1.9423961639404297,17.412233352661133
mps-uncap,1.1,7.489633560180665,4.944825172424316,34.58547592163087
mig,1.1,13.863945007324219,1.9388198852539062,17.333602905273438
mps-uncap,1.2,7.504677772521973,5.021047592163087,36.3856315612793
mig,1.2,13.838529586791992,1.9404888153076172,17.603635787963867
mps-uncap,1.3,7.53474235534668,5.117177963256836,37.89370059967041
mig,1.3,14.12057876586914,1.9464492797851562,17.86339282989502
