mode,load,0_vgg11-16,1_alexnet-4,2_efficientnet_b6-2
mps-uncap,0.6,6.950020790100098,1.0313987731933594,18.29230785369873
mig,0.6,12.681961059570312,1.7039775848388672,17.207622528076172
mps-uncap,0.7,6.922006607055664,0.9791851043701172,18.61882209777832
mig,0.7,12.69078254699707,1.6989707946777344,17.413020133972168
mps-uncap,0.8,6.9969892501831055,0.9391307830810547,18.97597312927246
mig,0.8,12.702226638793945,1.7012357711791992,16.938209533691406
mps-uncap,0.9,7.0362091064453125,0.9324550628662109,20.600080490112305
mig,0.9,12.758255004882812,1.7063617706298828,17.41766929626465
mps-uncap,1.0,7.138848304748535,0.9214878082275391,21.971464157104492
mig,1.0,12.847661972045898,1.7154216766357422,17.02737808227539
mps-uncap,1.1,7.100343704223633,0.9219646453857422,22.016048431396484
mig,1.1,12.894392013549805,1.718282699584961,17.0743465423584
mps-uncap,1.2,7.131099700927734,0.9279251098632812,23.123979568481445
mig,1.2,12.89820671081543,1.7211437225341797,17.174482345581055
mps-uncap,1.3,7.153749465942383,0.9634494781494141,25.56788921356201
mig,1.3,12.878656387329102,1.714468002319336,17.48037338256836
