mode,load,0_resnet34-8,1_inception_v3-2,2_resnet18-2
mps-uncap,1.0,0.0050067901611328125,0.000476837158203125,0.006198883056640625
mig,1.0,0.006198883056640625,0.000476837158203125,0.00667572021484375
