mode,load,0_resnet34-8,1_inception_v3-2,2_resnet18-2
mps-uncap,1.0,3.3860206604003906,8.709192276000977,1.9223690032958984
mig,1.0,4.646778106689453,8.541107177734375,2.031087875366211
