mode,load,0_resnet34-8,1_inception_v3-2,2_resnet18-2
mps-uncap,1.0,3.60870361328125,9.018421173095703,1.9979476928710938
mig,1.0,4.717826843261719,8.687973022460938,2.0613670349121094
