mode,load,0_densenet121-4,1_squeezenet1_1-4,2_vgg19-2
mps-uncap,0.8,6.867170333862305,0.9584426879882812,2.2144317626953125
mps-uncap,0.9,6.664514541625977,0.9605884552001953,2.2177696228027344
mps-uncap,1.0,6.839752197265625,0.9729862213134766,2.2270679473876953
mps-uncap,0.5,6.767749786376953,0.9520053863525391,2.227783203125
mps-uncap,0.6,6.84356689453125,0.9670257568359375,2.2363662719726562
mps-uncap,0.7,6.805419921875,0.9655952453613281,2.218961715698242
mps-uncap,0.1,6.794214248657227,0.9660720825195312,2.2313594818115234
mps-uncap,0.2,6.774425506591797,0.9663105010986328,2.217531204223633
mps-uncap,0.3,6.850481033325195,0.9572505950927734,2.2246837615966797
mps-uncap,0.4,6.850719451904297,0.9567737579345703,2.222299575805664
