mode,load,0_densenet121-4,1_squeezenet1_1-4,2_vgg19-2
mps-uncap,0.8,11.754870414733887,2.4826526641845703,4.776239395141602
mps-uncap,0.9,18.600821495056152,4.591703414916992,7.583379745483398
mps-uncap,1.0,41.71717166900635,136.37089729309082,29.34861183166504
mps-uncap,0.5,11.450529098510742,2.5472640991210938,2.9435157775878906
mps-uncap,0.6,10.404348373413086,2.422809600830078,3.127574920654297
mps-uncap,0.7,11.159420013427734,2.1352767944335938,3.565073013305664
mps-uncap,0.1,16.526460647583008,2.4662017822265625,2.5022029876708984
mps-uncap,0.2,16.002416610717773,2.4454593658447266,2.516031265258789
mps-uncap,0.3,12.545943260192871,2.544283866882324,2.667665481567383
mps-uncap,0.4,12.393474578857422,2.5751590728759766,2.7818679809570312
