mode,load,0_densenet121-4,1_squeezenet1_1-4,2_vgg19-2
mps-uncap,0.8,274.56087529570135,1548.8843964159585,478.57116856982765
mps-uncap,0.9,316.7721755679456,1774.9506426040334,547.8041170649938
mps-uncap,1.0,350.7998561610161,1914.2924606132706,599.7556149875827
mps-uncap,0.5,175.69591640371826,974.0346437460704,295.34906123267535
mps-uncap,0.6,208.4122842081389,1164.1498699743115,351.88588054199334
mps-uncap,0.7,237.44385917116523,1362.4276279881074,417.81075932932373
mps-uncap,0.1,34.5498688153909,193.1844899832518,59.47258629587306
mps-uncap,0.2,70.20861601664696,387.6403831503961,119.20206652339938
mps-uncap,0.3,104.8331662959107,580.6914096657465,183.40762668628858
mps-uncap,0.4,142.42367389886525,772.6480990676351,236.44642912389165
