mode,load,0_densenet121-4,1_squeezenet1_1-4,2_vgg19-2
mps-uncap,0.8,10.348939895629883,2.209138870239258,3.2430171966552734
mps-uncap,0.9,10.742044448852539,2.326107025146485,3.3636093139648438
mps-uncap,1.0,10.914134979248047,2.4326801300048833,3.4689903259277344
mps-uncap,0.5,12.20560073852539,2.4915218353271484,3.079080581665039
mps-uncap,0.6,11.415839195251465,2.3615121841430664,3.127121925354004
mps-uncap,0.7,10.99390983581543,2.0630359649658203,3.1647682189941406
mps-uncap,0.1,16.897249221801758,2.622365951538086,2.6946783065795903
mps-uncap,0.2,16.547584533691406,2.547025680541992,2.7791976928710938
mps-uncap,0.3,16.126370429992676,2.612590789794922,2.8924942016601562
mps-uncap,0.4,12.88914680480957,2.588987350463867,2.986431121826172
