mode,load,0_inception_v3-8,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,6.942033767700195,3.032207489013672,1.3778209686279297
mps-uncap,0.9,7.376194000244141,2.9489994049072266,1.5435218811035156
mps-uncap,1.0,7.377386093139648,3.1805038452148438,1.6112327575683594
mps-uncap,0.5,6.630659103393555,2.98917293548584,1.8657445907592773
mps-uncap,0.6,6.316900253295898,2.9425621032714844,1.5099048614501953
mps-uncap,0.7,6.500720977783203,2.8808116912841797,1.3556480407714844
mps-uncap,0.1,11.696696281433105,6.9304704666137695,2.775430679321289
mps-uncap,0.2,11.446237564086914,6.659865379333496,2.769947052001953
mps-uncap,0.3,9.049177169799805,4.772663116455078,2.6895999908447266
mps-uncap,0.4,8.072376251220703,4.543542861938477,1.9996166229248047
