mode,load,0_inception_v3-8,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,61.19313240051271,30.29200553894043,8.949995040893535
mps-uncap,0.9,136.1664295196533,33.082413673400865,23.330912590026834
mps-uncap,1.0,588.0426597595214,136.58492565155004,51.01099729537967
mps-uncap,0.5,26.888489723205566,17.72953271865842,9.70510244369508
mps-uncap,0.6,27.38234996795641,17.3951435089111,8.34956407546997
mps-uncap,0.7,39.54135417938233,17.287645339965817,7.693862915039068
mps-uncap,0.1,22.957551479339596,16.203970909118627,5.974233150482176
mps-uncap,0.2,29.922230243682865,20.347988605499268,8.422255516052246
mps-uncap,0.3,30.47451972961426,20.82360029220577,10.576128959655765
mps-uncap,0.4,30.22444248199461,18.95372867584229,10.302352905273429
