mode,load,0_inception_v3-8,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,7.896184921264648,3.5200119018554688,1.7085075378417969
mps-uncap,0.9,8.052492141723633,3.358602523803711,1.870870590209961
mps-uncap,1.0,7.616758346557617,3.6246776580810547,1.943826675415039
mps-uncap,0.5,8.842706680297852,4.735970497131348,2.3399114608764653
mps-uncap,0.6,7.977581024169922,3.8709640502929767,1.9672632217407224
mps-uncap,0.7,7.788801193237305,3.299713134765625,1.8165111541748047
mps-uncap,0.1,12.35353946685791,7.418155670166016,3.0046701431274414
mps-uncap,0.2,12.490153312683105,7.286810874938965,3.0694007873535156
mps-uncap,0.3,12.143659591674806,6.833195686340333,3.0754566192626953
mps-uncap,0.4,9.832024574279785,5.615854263305665,2.8448104858398438
