mode,load,0_inception_v3-8,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,4.855871200561523,2.7399063110351562,1.0709762573242188
mps-uncap,0.9,4.866123199462891,2.7136802673339844,1.0845661163330078
mps-uncap,1.0,5.11622428894043,2.7618408203125,1.1060237884521484
mps-uncap,0.5,4.850625991821289,2.7456283569335938,1.077413558959961
mps-uncap,0.6,4.860401153564453,2.707958221435547,1.0917186737060547
mps-uncap,0.7,4.829168319702148,2.684354782104492,1.0516643524169922
mps-uncap,0.1,4.8828125,2.832651138305664,1.0979175567626953
mps-uncap,0.2,4.867315292358398,2.7878284454345703,1.0905265808105469
mps-uncap,0.3,4.864931106567383,2.7565956115722656,1.096487045288086
mps-uncap,0.4,4.872322082519531,2.7174949645996094,1.085042953491211
