mode,load,0_inception_v3-8,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,9.949445724487305,4.919767379760742,2.5911331176757812
mps-uncap,0.9,8.696317672729492,4.6749114990234375,2.923727035522461
mps-uncap,1.0,9.86790657043457,4.665613174438477,2.8257369995117188
mps-uncap,0.5,13.595342636108398,7.723093032836914,3.3719539642333984
mps-uncap,0.6,11.853456497192383,6.293535232543945,3.2367706298828125
mps-uncap,0.7,10.016918182373047,5.851984024047852,2.4673938751220703
mps-uncap,0.1,13.730287551879883,8.724212646484375,3.4322738647460938
mps-uncap,0.2,14.951467514038086,8.476972579956055,5.066156387329102
mps-uncap,0.3,14.505863189697266,8.315086364746094,3.6971569061279297
mps-uncap,0.4,13.762235641479492,8.247137069702148,3.587007522583008
